<<<<<<< HEAD

=======
Country,RMSE,MAE,Corr,AmpRatio,ARIMA_Order,Resid_Std,ADF_pval,LB12_pval
Greece,1.4241782581499598,1.1718738949272471,0.9845680126046069,0.7422991500278486,"(1, 0, 0)",1.1143122800410392,0.0,3.157423534563782e-05
Guatemala,0.4711699734927908,0.3697563373185955,0.9473092420636671,0.8321455832452724,"(1, 0, 1)",0.5061809186589736,8.658562171299079e-10,6.3063482410435435e-52
Guinea,0.4317698294861451,0.3398417825191438,0.9444835985424129,0.7240840681655758,"(1, 0, 1)",0.37591623175789285,3.519904276021713e-21,5.880382460595477e-41
Guinea-Bissau,0.4887693160432362,0.3833711124711171,0.9611678116681652,0.7881274945331898,"(2, 0, 3)",0.43426651679083234,9.107608747261371e-13,3.598663206992089e-52
Guyana,0.4347826944004936,0.35379007701657683,0.9429400474616614,0.7110028781404472,"(1, 0, 3)",0.3732619589826017,1.1755885124558545e-08,9.84276875216808e-212
Haiti,0.42843352526567036,0.3313923898819997,0.9456205209446417,0.7695163327943533,"(1, 0, 2)",0.43929219189568486,1.3905008096615514e-10,2.605515551810337e-93
Honduras,0.5543754943787821,0.42525804752929713,0.9513459990251812,0.7708799782233303,"(1, 0, 1)",0.5111870160864018,2.2853329291856096e-08,2.520706023854108e-53
Hong Kong,1.1199324587610977,0.8133272297112978,0.980988631486239,0.7671105636681699,"(0, 0, 1)",1.080620551601701,0.0,0.11190565755820486
Hungary,1.9189596526636945,1.5596785972573155,0.9773109939329903,0.7948846637905271,"(2, 0, 1)",1.813169806010751,0.0,0.0193739744282003
Iceland,1.6165584885280895,1.2978937107464559,0.9729004705212897,0.7755101370815352,"(1, 0, 0)",1.3857863614519643,0.0,4.403145307521256e-05
India,0.6228854026703826,0.46178720437178344,0.9899361308374796,0.8835661505278415,"(2, 0, 2)",0.5799582671573915,1.334434301399508e-18,1.7008075905155858e-22
Indonesia,0.2922714177095787,0.22994256209152802,0.715689094716511,0.5755331102302739,"(2, 0, 0)",0.3081621643962322,9.034828806280852e-15,3.3459630835114427e-108
Iran,1.4055079214727473,1.1101862586664062,0.9903657354566273,0.78631458181688,"(1, 0, 0)",1.2402537756738827,2.8554448978517613e-21,1.1782307702198424e-11
Iraq,1.4742040563615915,1.1847224485764347,0.9913324852819652,0.8068682648484725,"(1, 0, 2)",1.3576944350225086,6.062639017025634e-09,1.2504061756565174e-18
Ireland,1.0639796310627645,0.8160894780194538,0.9653401989627183,0.6550594677875717,"(1, 0, 1)",1.0871675263095906,4.9131050714041666e-26,2.0164439545236912e-07
Israel,1.2245934873430482,0.9700948893091107,0.9836393097384375,0.7591812566048467,"(1, 0, 0)",1.0302610843327777,2.708611570697829e-30,5.4694449251323055e-12
Italy,1.3092575205584212,1.0405499364835349,0.9838276284632221,0.7611862455159096,"(2, 0, 1)",1.1553530801861267,0.0,0.002933490554820053
Jamaica,0.46299602824073377,0.3415148369613945,0.9316224509968456,0.7353579543307301,"(3, 0, 3)",0.40238561874948947,3.817477086232998e-12,4.720672959664046e-70
Japan,0.9816360979071528,0.795337897943607,0.9929394894821266,0.8801258766594725,"(3, 0, 2)",0.9620821703429611,6.551548754160849e-14,2.662616711499714e-23
Jordan,1.2935704532345673,1.019519854699016,0.9837845469817446,0.7531957044607949,"(1, 0, 0)",1.098235425404099,2.4579164791903094e-30,2.6140077663682725e-11
Kazakhstan,2.3766677148980695,1.6502666528097376,0.9821730727229584,0.8199796576555116,"(1, 0, 0)",2.1245603381518263,3.943378382948103e-30,2.529541551397181e-11
Kenya,0.44481771111351404,0.34944515604746523,0.916520160823549,0.6723156556109302,"(2, 0, 1)",0.3940617444562189,2.6581708026085834e-17,1.4275652583093663e-104
Laos,0.9503697774423414,0.6923318519269154,0.958514397189047,0.8545922785864457,"(2, 0, 2)",0.7970931328819685,1.9608124882684692e-19,5.987026471544561e-15
Latvia,2.2910278631249166,1.738381640893309,0.9643388390866552,0.6716307394829564,"(1, 0, 0)",2.2871139362932325,2.0430623332653755e-30,3.7692774048119284e-09
Lebanon,1.244750793964993,1.0092063569605945,0.9829737098279082,0.7382127914028555,"(1, 0, 0)",1.0792818380231526,2.8176909841083588e-30,7.689737221076176e-12
Lesotho,0.859537982567547,0.6808638403289873,0.9833219562689482,0.8470595184454076,"(2, 0, 1)",0.8475847558356274,3.240596807170786e-26,1.7706770522227867e-09
Liberia,0.40147033022127604,0.3251779019480692,0.9404936882516246,0.7410526512383351,"(1, 0, 1)",0.37424094112492856,2.5379201821223356e-20,3.496505526030556e-50
Libya,1.01177188180424,0.7998610620954644,0.9857545878394994,0.8312476992884836,"(1, 0, 0)",0.946301857034894,0.0,7.3229442306749476e-06
Lithuania,2.1649645957736676,1.6397203139009824,0.9625318123228623,0.6773455277069821,"(1, 0, 0)",2.17052477809687,2.312640450270639e-30,8.905212747668936e-11
Macedonia,1.846372283953026,1.4417720882590963,0.9795462578739624,0.732469870212204,"(2, 0, 1)",1.6334958863912359,0.0,0.01132661078013021
Madagascar,0.36169727181930506,0.2895215413802256,0.984870997275776,0.8701009125300939,"(2, 0, 1)",0.39671298608473493,1.4522407549002572e-13,7.602864977450952e-104
Malawi,0.5761137269125942,0.44579467191252903,0.9687667256958208,0.8200092951062524,"(1, 0, 1)",0.5813077442051461,1.3830514063142098e-10,2.5495048622431065e-22
Malaysia,0.3191946322604575,0.2515982749342503,0.833494630325797,0.6182922018950262,"(2, 0, 0)",0.3000641459892065,1.2136828280898839e-12,1.9840655233953587e-150
Mali,0.7008271620945599,0.5245745971596539,0.9524117372118235,0.7212907388870513,"(2, 0, 0)",0.6164321856181855,5.4041624140079e-24,1.5507377009699332e-16
Mauritania,0.8586565230224354,0.6139491114497948,0.9648453283618986,0.8167413091871687,"(2, 0, 0)",0.9029753695079258,2.061024681263332e-23,1.9145326109079955e-21
Mauritius,0.4268540693465661,0.3489165560777902,0.9840808910617362,0.8698618808641287,"(1, 0, 1)",0.43511571132402604,7.466545062449725e-08,8.579620581297345e-81
Mexico,0.530486927044257,0.4195326554091118,0.9848865057330527,0.8676783913462215,"(1, 1, 1)",0.5930196311621866,4.954647346472771e-24,1.786806892225176e-21
Moldova,2.1638405633753472,1.6464921459478592,0.9762304245326325,0.732642502660892,"(3, 0, 1)",2.0651733580205476,2.978412264048949e-21,3.5161110617909385e-08
Mongolia,2.4001042897918836,1.8297683082475227,0.9894389198738827,0.8367980997473131,"(3, 0, 2)",1.8880925726446725,1.3921512652342573e-14,2.851509975856524e-07
Montenegro,1.6663893432663142,1.3419666146946305,0.9816925726356988,0.7586183223752313,"(1, 0, 2)",1.4659377278964805,0.0,0.004722250048236212
Morocco,1.1314167059169484,0.9293502030516967,0.9805250118247695,0.7690273284428677,"(3, 0, 2)",1.019682689477688,3.1298333508852164e-30,1.9104624989923055e-14
Mozambique,0.48380165196679126,0.3835606540143276,0.9769505414125491,0.8437506045075763,"(1, 0, 1)",0.5405957533284451,1.9949528064009295e-23,2.032821548454587e-20
Namibia,0.894898944126114,0.7110080826317684,0.9668721297108802,0.7522937327442364,"(2, 0, 0)",0.7103232647072203,2.8209432572463396e-22,9.802732818796928e-26
Nepal,0.7894238727536028,0.5896377939304467,0.9898358814492803,0.8619514249034331,"(1, 0, 1)",0.7287219505138152,1.9212305297811907e-26,2.208753774848747e-08
Netherlands,1.6009443258311404,1.2172170583416828,0.9626563393991269,0.6441114208833665,"(1, 0, 0)",1.6582906526218926,0.0,1.0737631484658742e-06
New Zealand,0.7546174207095606,0.6060599849534287,0.9653852143062636,0.8568900441898658,"(1, 0, 3)",0.7440812885002399,3.344935002733845e-10,2.3959001540687703e-44
Nicaragua,0.4233501877453729,0.3263384274460121,0.8783424515052521,0.7195217426384679,"(1, 0, 1)",0.47889722557523207,6.420090538289365e-10,1.1041492467997548e-161
Niger,1.0655784316111714,0.796110284063673,0.9546435723966684,0.7498530668590634,"(2, 0, 0)",0.9085638027987499,4.940303753317846e-25,1.6851569879476078e-10
Nigeria,0.5806048843147344,0.43763303302006423,0.9396103133970676,0.6753901196771812,"(1, 0, 1)",0.45522067760738494,2.512530216857558e-21,1.3520982151454835e-31
Norway,1.778831232649273,1.3604499919048576,0.9620038212395854,0.6823432919141375,"(1, 0, 0)",1.6258841650900875,1.2150695523701197e-29,1.0909438699950121e-16
Oman,0.8540596867431326,0.7257229027739109,0.9768361784619175,0.7416595733893938,"(1, 0, 1)",0.5864985272747364,1.090993371331911e-12,2.3577171374822673e-51
Pakistan,1.1447176695863377,0.8363872115007999,0.9893571992814078,0.9198648224217402,"(1, 0, 0)",0.9889462924863298,2.9646018819035667e-11,1.0591302213769487e-10
Panama,0.4201207232011679,0.3160420499619551,0.8960962285976938,0.5968790279026481,"(2, 0, 0)",0.4463882501602267,4.199220290589365e-11,3.1970577462267918e-183
Papua New Guinea,0.42165761977594596,0.3371613450530563,0.8824088251885316,0.6571119029391252,"(1, 0, 1)",0.39512052101454753,3.1281159659466664e-17,9.777940237075769e-88
Paraguay,1.371699461089511,1.0231973349088328,0.9334114620461259,0.6461765754296775,"(1, 0, 1)",1.2404722263776766,5.099490574151769e-23,0.07657091970030419
Peru,0.5244754945599672,0.4146019400557777,0.9512410167659606,0.8860888412826574,"(2, 0, 1)",0.6207062066482186,6.961849523561562e-11,5.975393823932923e-308
Philippines,0.33328037814193057,0.2571399277918235,0.9307731248077946,0.7570824577023436,"(1, 0, 1)",0.3690710457538986,4.368327350939689e-12,1.54015266427325e-75
Poland,1.9332720795187497,1.51523151403528,0.9709909185157793,0.7208051618619397,"(1, 0, 0)",2.0362840948058247,0.0,2.957807017123263e-06
Portugal,1.1171716508634923,0.9079576114638213,0.974438176238563,0.7645746020840193,"(2, 0, 1)",1.1821965832893764,0.0,1.2298488902503429e-06
Puerto Rico,0.4862482768614653,0.38234900410257433,0.9563338804205442,0.738551173526449,"(1, 0, 2)",0.4094957562409389,6.750110437482307e-07,2.3738738031549907e-182
Qatar,1.188937166629895,1.0196803543832738,0.992904561630427,0.8443334637142901,"(2, 0, 1)",0.8696735335158341,0.00012460161616015036,2.9242341055675985e-46
Reunion,0.40450943931293515,0.3302338340582063,0.980362197560047,0.8530976982968455,"(1, 0, 1)",0.42295216293866345,6.074296154050317e-08,5.5334844677424e-79
Romania,1.9759171057951737,1.5555322218519338,0.9781029003129222,0.7361853376482146,"(2, 0, 1)",1.8273328810692575,3.110991442935939e-22,5.015484953644939e-05
Russia,1.9611196893221936,1.4273324824632252,0.9850030468659685,0.8025061226625271,"(1, 0, 1)",1.8432391742476921,7.302508672952992e-26,4.1355597384831305e-08
Rwanda,0.4566498898413621,0.3539548749187367,0.7005276239420659,0.509729675617101,"(2, 0, 1)",0.38177692141288405,3.1117286960482845e-08,4.176793601511925e-66
Saudi Arabia,0.9626886316315664,0.8281395813842298,0.9937188646777466,0.8319286532224803,"(2, 0, 1)",0.770817263068902,2.1505063295050644e-11,1.4878520048879896e-63
Senegal,0.5974792215561506,0.44387350588888536,0.9504862703848557,0.726023277218656,"(1, 0, 1)",0.605660393595874,1.7751285419747473e-20,1.899345401338964e-50
Serbia,1.9002276400161962,1.4934269416621815,0.9778800082062759,0.7494829968837413,"(2, 0, 1)",1.697877207200468,0.0,0.017882460534772066
Sierra Leone,0.4228399458313097,0.3389210736073762,0.8871587807072907,0.6684767500885732,"(1, 0, 1)",0.36064108559944885,3.172796185270704e-21,2.512885756684763e-46
Singapore,0.3289957372541304,0.24910098814700823,0.8526682182696009,0.5881624187560189,"(2, 0, 2)",0.33829051584648556,4.270426484715382e-11,3.659146865491412e-86
Slovakia,1.855987769617086,1.5244631948593004,0.9774322128869969,0.8130780976675008,"(1, 0, 0)",1.8194563680432778,0.0,0.0061549395465010205
Slovenia,1.7816758409567293,1.4401887986256263,0.9757963561610931,0.7750960508844826,"(1, 0, 0)",1.6229067996663973,0.0,0.05571961131770918
Somalia,0.5423614028499814,0.44003707687040006,0.9365377131939763,0.7734126939774033,"(3, 0, 2)",0.38699478532813636,3.930585995856833e-14,1.3197660783016418e-78
South Africa,0.7666700260560664,0.6139220404741298,0.9792061480512414,0.8359552370567038,"(1, 0, 1)",0.7146317814009696,2.631828850773588e-25,2.334216449138207e-11
South Korea,1.294975362739927,0.9654392991803192,0.991169863239831,0.8485012218347354,"(2, 0, 2)",1.277962633055576,3.5766427227257766e-19,2.465841977914677e-12
Spain,1.1160567536201818,0.9075291262903434,0.9820000491066271,0.775594535217771,"(1, 0, 2)",1.1204925722814563,3.059258045196245e-21,8.764745672207866e-08
Sri Lanka,0.36432823318535934,0.28468612768067575,0.9315427404066211,0.7085491112665852,"(1, 0, 1)",0.35807306852520515,1.0650926979672988e-12,2.571231179924797e-95
Sudan,0.8668470400483487,0.6602891573601133,0.9350571711184039,0.7504105815066399,"(2, 0, 0)",0.8270002878317193,3.635276809066683e-25,4.672659695500736e-10
Suriname,0.47164908489430374,0.3741785616784513,0.8466850910299337,0.6452808371455232,"(1, 0, 1)",0.35964023410125273,1.065029596545393e-06,1.086373813837782e-236
Swaziland,0.7391490345550661,0.5973534959295568,0.9728588842496458,0.817478626832518,"(1, 0, 1)",0.6988151100048889,7.729823251614741e-25,8.065676202147565e-11
Sweden,1.8976678963275102,1.4471783462274141,0.9653039158617649,0.7301223080753211,"(1, 0, 0)",1.8678962008960607,6.793642343061486e-29,6.092035997850685e-24
Switzerland,1.7423426357106637,1.3784356395021509,0.9684528878714966,0.7059573419012841,"(1, 0, 0)",1.5729169783231272,0.0,0.2067937337511384
Syria,1.3073588999591728,1.0583186844176238,0.9875913463144836,0.765745718004609,"(1, 0, 0)",1.1717573108470527,5.885594231822288e-10,4.3396817676387535e-12
Taiwan,0.8689261458953844,0.6626179268995722,0.9833691343934123,0.7977309354866897,"(0, 0, 1)",0.8586826895458268,0.0,0.00013895072594009752
Tajikistan,1.8308629986889196,1.3606739814141962,0.9805917926569909,0.7551427636695721,"(0, 0, 1)",1.7902783437516663,2.461641765833292e-29,6.779104400378778e-06
Tanzania,0.41675567494928306,0.31755175598686675,0.93997883072353,0.7176424900942087,"(1, 0, 1)",0.36268197023495186,2.058540387136289e-16,2.3430884596260416e-102
Thailand,0.6690892894960252,0.4844051948466935,0.9157077428200211,0.7442282077929369,"(1, 0, 1)",0.6031502924975838,2.522296849858389e-16,5.014492460794231e-40
Togo,0.45522873367085087,0.34395890893563985,0.9641270099059078,0.723273082010053,"(1, 0, 1)",0.4167234623522615,1.4252653232217175e-08,2.2625353542824558e-57
Tunisia,1.0642642034512118,0.8130641961624371,0.9879415572329755,0.7976369857976054,"(1, 1, 1)",1.0301129476609177,2.1208280827525885e-30,1.9882335526221975e-09
Turkey,1.572351012776346,1.2813765909889718,0.9853782380590778,0.7641740324214281,"(1, 0, 0)",1.391915904842198,2.618967740603221e-30,8.738149070922668e-10
Turkmenistan,2.070802601228909,1.4890371078799705,0.9806149057674564,0.7298027032570829,"(0, 0, 1)",1.9421304840276614,1.7358386134553374e-29,2.5892234613767028e-05
USA,0.9235016494333881,0.7053811131651935,0.99265981452866,0.9063728171124221,"(1, 0, 0)",0.8595171832996983,0.0,0.15648541016036613
Uganda,0.5087372513561109,0.3970522450860595,0.8910354995966502,0.5505698326024432,"(2, 0, 0)",0.438006012096231,4.933611640111158e-19,5.3673524168764456e-52
Ukraine,2.1796954090579814,1.6623428609732598,0.9757907509577343,0.749458626965506,"(3, 0, 2)",2.101660901724274,4.688873734276114e-21,1.3080376596095909e-09
United Arab Emirates,1.1941683841998478,1.035338016722392,0.9913301687503233,0.8595966067491534,"(2, 0, 1)",0.8131563843093493,4.615191209382537e-07,2.201561079382486e-49
United Kingdom,1.1907653451679288,0.9071833922262161,0.9670506229863626,0.639841937346349,"(1, 0, 0)",1.2569420273533136,0.0,4.5934886011072927e-07
Uruguay,1.1576412312378186,0.9037893235786095,0.9727670327395034,0.7623184064424932,"(1, 0, 0)",1.135111284058232,0.0,0.005347703474627084
Uzbekistan,1.892718214393139,1.395476222929568,0.982001513017236,0.7524557967077012,"(0, 0, 1)",1.7963241859780177,2.791354381360274e-29,2.192205351503234e-06
Venezuela,0.4275669453553162,0.33343000246933535,0.8064637000113836,0.6425829436186954,"(2, 0, 0)",0.4230319082283133,1.1861013380627746e-10,1.4009686210067382e-210
Vietnam,0.6351472055319664,0.46230179476380456,0.9651447132972647,0.7774475126157958,"(1, 0, 1)",0.5691155065103355,4.4030755060920804e-17,2.519107646508399e-34
Yemen,0.6713771340907276,0.5488016030388884,0.980422101604186,0.778572472911166,"(1, 0, 2)",0.5310339075244117,4.510736429301704e-06,2.0981247026473145e-57
Zambia,0.6517718131858286,0.5049383014093454,0.9649511835861879,0.7886846460699373,"(1, 0, 1)",0.6386446427738661,4.280130517891203e-21,3.939867744829096e-45
Zimbabwe,0.8310948145683383,0.6527022020313593,0.9617966265427651,0.7675763604867668,"(2, 0, 0)",0.8485648729395769,1.688117130612654e-23,2.9852856878109514e-19
>>>>>>> 95c5812930acb4c3190a4f5ed44f08a27f1eb647
